,name,essround,edition,cntry,gndr,yrbrn,rlgblg,ctzcntr,edulvlb,edulvlfb,edulvlmb,imsmetn,impcntr,imbgeco,imueclt,imwbcnt,age,edu_lv,edu_lvf,edu_lvm,imsmetn_lv,impcntr_lv,imbgeco_lv,imueclt_lv,imwbcnt_lv,edu_overall,edu_difference,edu_mobility,attitude_lv,edu_lvp,attitude_b,region,edu_mobility_onehot,edu_up,edu_down
30517,ESS8e02_1,8,2.1,IT,1.0,1967,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,7,5,1,52.0,5.0,1.0,1.0,1.0,-1.0,1.0,0.0,-2.0,2.3333333333333335,2.6666666666666665,4.0,-1.0,1.0,0,South Europe,1,1,0
30518,ESS8e02_1,8,2.1,IT,0.0,1957,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 2A/2B, access ISCED 3 vocational","ISCED 1, completed primary education",Allow many to come and live here,Allow none,9,6,6,62.0,2.0,2.5,1.0,2.0,-2.0,2.0,1.0,1.0,2.0,1.0,0.75,4.0,2.0,1,South Europe,1,1,0
30523,ESS8e02_1,8,2.1,IT,1.0,1997,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow some,7,9,7,22.0,5.0,7.5,7.5,1.0,1.0,1.0,2.0,1.0,6.583333333333333,1.8333333333333333,-2.75,6.0,8.0,1,South Europe,-1,0,1
30524,ESS8e02_1,8,2.1,IT,1.0,1965,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 2A/2B, access ISCED 3 vocational","ISCED 1, completed primary education",Allow a few,Allow none,2,2,2,54.0,5.0,2.5,1.0,-1.0,-2.0,-2.0,-2.0,-2.0,2.8333333333333335,2.6666666666666665,3.25,-9.0,2.0,0,South Europe,1,1,0
30525,ESS8e02_1,8,2.1,IT,1.0,1990,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow a few,Allow a few,1,5,5,29.0,5.0,2.5,5.0,-1.0,-1.0,-2.0,0.0,0.0,4.166666666666667,1.6666666666666667,1.25,-4.0,4.0,0,South Europe,1,1,0
30527,ESS8e02_1,8,2.1,IT,1.0,2002,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow none,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,17.0,2.0,2.5,2.5,-2.0,-2.0,-1.0,-1.0,-1.0,2.5,0.0,0.0,-7.0,2.0,0,South Europe,0,0,0
30529,ESS8e02_1,8,2.1,IT,0.0,1975,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,6,5,6,44.0,5.0,2.5,2.5,1.0,1.0,1.0,0.0,1.0,3.3333333333333335,1.6666666666666667,2.5,4.0,2.0,1,South Europe,1,1,0
30530,ESS8e02_1,8,2.1,IT,1.0,1963,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow some,Allow some,5,5,5,56.0,5.0,2.5,1.0,1.0,1.0,0.0,0.0,0.0,2.8333333333333335,2.6666666666666665,3.25,2.0,2.0,1,South Europe,1,1,0
30533,ESS8e02_1,8,2.1,IT,1.0,1966,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,9,9,5,53.0,8.0,7.5,5.0,1.0,1.0,2.0,2.0,0.0,6.666666666666667,1.6666666666666667,1.25,6.0,6.0,1,South Europe,1,1,0
30534,ESS8e02_1,8,2.1,IT,1.0,1998,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow a few,4,5,3,21.0,2.0,2.5,2.5,-1.0,-1.0,-1.0,0.0,-1.0,2.5,0.0,0.0,-4.0,2.0,0,South Europe,0,0,0
30535,ESS8e02_1,8,2.1,IT,0.0,1998,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3C >= 2 years, no access ISCED 5",Allow many to come and live here,Allow many to come and live here,6,6,5,21.0,5.0,2.5,3.5,2.0,2.0,1.0,1.0,0.0,3.6666666666666665,1.6666666666666667,2.0,6.0,3.0,1,South Europe,1,1,0
30536,ESS8e02_1,8,2.1,IT,0.0,1998,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,2,8,6,21.0,5.0,2.5,5.0,1.0,-1.0,-2.0,2.0,1.0,4.166666666666667,1.6666666666666667,1.25,1.0,4.0,1,South Europe,1,1,0
30539,ESS8e02_1,8,2.1,IT,1.0,1964,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow a few,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,55.0,5.0,2.5,1.0,-1.0,-2.0,-1.0,-1.0,-1.0,2.8333333333333335,2.6666666666666665,3.25,-6.0,2.0,0,South Europe,1,1,0
30541,ESS8e02_1,8,2.1,IT,0.0,1974,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow many to come and live here,6,6,6,45.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.5,6.0,1.0,1,South Europe,1,1,0
30542,ESS8e02_1,8,2.1,IT,1.0,1969,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow some,7,1,3,50.0,5.0,1.0,1.0,2.0,1.0,1.0,-2.0,-1.0,2.25,2.5,3.75,1.0,1.0,1,South Europe,1,1,0
30544,ESS8e02_1,8,2.1,IT,1.0,1997,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow none,5,4,5,22.0,5.0,4.75,4.75,1.0,-2.0,0.0,-1.0,0.0,4.75,0.0,0.0,-2.0,5.0,0,South Europe,0,0,0
30546,ESS8e02_1,8,2.1,IT,1.0,1997,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3C >= 2 years, no access ISCED 5",Allow some,Allow a few,6,8,3,22.0,5.0,2.5,3.5,1.0,-1.0,1.0,2.0,-1.0,3.6666666666666665,1.6666666666666667,2.0,2.0,3.0,1,South Europe,1,1,0
30547,ESS8e02_1,8,2.1,IT,1.0,1975,1.0,Yes,"Vocational ISCED 3C < 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,7,4,4,44.0,3.0,2.5,2.5,1.0,1.0,1.0,-1.0,-1.0,2.6666666666666665,0.3333333333333333,0.5,1.0,2.0,1,South Europe,1,1,0
30548,ESS8e02_1,8,2.1,IT,1.0,1954,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,9,9,8,65.0,8.0,5.0,2.5,2.0,2.0,2.0,2.0,2.0,5.0,3.3333333333333335,3.75,10.0,4.0,1,South Europe,1,1,0
30549,ESS8e02_1,8,2.1,IT,1.0,1975,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow a few,5,4,5,44.0,5.0,2.5,2.5,-1.0,-1.0,0.0,-1.0,0.0,3.25,1.5,2.25,-3.0,2.0,0,South Europe,1,1,0
30551,ESS8e02_1,8,2.1,IT,1.0,1967,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow some,3,3,3,52.0,2.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.5,1.0,1.5,-3.0,1.0,0,South Europe,1,1,0
30552,ESS8e02_1,8,2.1,IT,1.0,1983,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,7,8,8,36.0,5.0,2.5,2.5,2.0,2.0,1.0,2.0,2.0,3.3333333333333335,1.6666666666666667,2.5,9.0,2.0,1,South Europe,1,1,0
30553,ESS8e02_1,8,2.1,IT,1.0,1949,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow some,Allow a few,2,Cultural life undermined,1,70.0,2.0,2.5,1.0,1.0,-1.0,-2.0,-1.0,-2.0,2.0,1.0,0.75,-5.0,2.0,0,South Europe,1,1,0
30560,ESS8e02_1,8,2.1,IT,0.0,1976,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow none,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,43.0,5.0,2.5,1.0,-2.0,-2.0,-1.0,-1.0,-1.0,2.75,2.5,3.0,-7.0,2.0,0,South Europe,1,1,0
30561,ESS8e02_1,8,2.1,IT,0.0,1979,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow some,4,Cultural life undermined,Worse place to live,40.0,2.0,1.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,1.5,1.0,1.5,0.0,1.0,0,South Europe,1,1,0
30562,ESS8e02_1,8,2.1,IT,1.0,1976,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow some,5,5,5,43.0,5.0,2.5,7.5,1.0,1.0,0.0,0.0,0.0,4.916666666666667,3.3333333333333335,-0.25,2.0,5.0,1,South Europe,-1,0,1
30564,ESS8e02_1,8,2.1,IT,0.0,2000,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 3C >= 2 years, no access ISCED 5",Allow none,Allow a few,1,2,1,19.0,2.0,3.5,3.5,-2.0,-1.0,-2.0,-2.0,-2.0,3.1666666666666665,0.6666666666666666,-1.0,-9.0,4.0,0,South Europe,-1,0,1
30565,ESS8e02_1,8,2.1,IT,0.0,1947,0.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,6,6,5,72.0,4.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.8333333333333333,1.6666666666666667,2.5,0.0,1.0,0,South Europe,1,1,0
30566,ESS8e02_1,8,2.1,IT,0.0,1990,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow a few,6,5,5,29.0,5.0,2.5,2.5,-1.0,-1.0,1.0,0.0,0.0,3.25,1.5,2.25,-1.0,2.0,0,South Europe,1,1,0
30568,ESS8e02_1,8,2.1,IT,1.0,1964,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,5,4,5,55.0,2.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.5,1.0,1.5,1.0,1.0,1,South Europe,1,1,0
30569,ESS8e02_1,8,2.1,IT,1.0,1991,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow a few,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,28.0,5.0,2.5,5.0,-1.0,-2.0,-1.0,-1.0,-1.0,4.083333333333333,1.6666666666666667,1.0,-6.0,4.0,0,South Europe,1,1,0
30571,ESS8e02_1,8,2.1,IT,0.0,1946,1.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,4,Cultural life undermined,Worse place to live,73.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-3.0,1.0,0,South Europe,0,0,0
30572,ESS8e02_1,8,2.1,IT,0.0,1970,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow none,2,3,Worse place to live,49.0,5.0,5.0,2.5,1.0,-2.0,-2.0,-1.0,-1.0,4.083333333333333,1.6666666666666667,1.0,-5.0,4.0,0,South Europe,1,1,0
30573,ESS8e02_1,8,2.1,IT,0.0,1991,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,5,2,2,28.0,2.0,1.0,1.0,-1.0,-1.0,0.0,-2.0,-2.0,1.5,1.0,1.5,-6.0,1.0,0,South Europe,1,1,0
30574,ESS8e02_1,8,2.1,IT,1.0,1991,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A long, master/equivalent from lower tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow many to come and live here,Allow many to come and live here,8,7,7,28.0,5.0,7.0,7.5,2.0,2.0,2.0,1.0,1.0,6.416666666666667,1.8333333333333333,-2.5,8.0,7.0,1,South Europe,-1,0,1
30575,ESS8e02_1,8,2.1,IT,1.0,1939,0.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,Bad for the economy,Cultural life undermined,Worse place to live,80.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-5.0,1.0,0,South Europe,0,0,0
30576,ESS8e02_1,8,2.1,IT,0.0,1973,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow a few,3,8,5,46.0,2.0,1.0,2.5,1.0,-1.0,-1.0,2.0,0.0,2.0,1.0,0.75,1.0,2.0,1,South Europe,1,1,0
30577,ESS8e02_1,8,2.1,IT,0.0,1978,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow a few,5,1,2,41.0,5.0,2.5,2.5,-1.0,-1.0,0.0,-2.0,-2.0,3.3333333333333335,1.6666666666666667,2.5,-6.0,2.0,0,South Europe,1,1,0
30578,ESS8e02_1,8,2.1,IT,0.0,1997,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow many to come and live here,6,8,4,22.0,5.0,7.5,7.5,1.0,2.0,1.0,2.0,-1.0,6.583333333333333,1.8333333333333333,-2.75,5.0,8.0,1,South Europe,-1,0,1
30580,ESS8e02_1,8,2.1,IT,0.0,1951,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,5,6,5,68.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.5,1.0,1.5,3.0,1.0,1,South Europe,1,1,0
30581,ESS8e02_1,8,2.1,IT,0.0,1993,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow some,Bad for the economy,4,1,26.0,2.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-2.0,1.5,1.0,1.5,-4.0,1.0,0,South Europe,1,1,0
30582,ESS8e02_1,8,2.1,IT,1.0,1980,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,7,7,6,39.0,2.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0,2.5,0.0,0.0,5.0,2.0,1,South Europe,0,0,0
30584,ESS8e02_1,8,2.1,IT,1.0,1947,1.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,3,3,3,72.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-3.0,1.0,0,South Europe,0,0,0
30585,ESS8e02_1,8,2.1,IT,0.0,1995,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow none,Allow a few,Bad for the economy,2,3,24.0,5.0,2.5,1.0,-2.0,-1.0,-1.0,-2.0,-1.0,2.8333333333333335,2.6666666666666665,3.25,-7.0,2.0,0,South Europe,1,1,0
30586,ESS8e02_1,8,2.1,IT,0.0,1965,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow a few,7,8,6,54.0,5.0,2.5,2.5,1.0,-1.0,1.0,2.0,1.0,3.3333333333333335,1.6666666666666667,2.5,4.0,2.0,1,South Europe,1,1,0
30587,ESS8e02_1,8,2.1,IT,1.0,1939,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 3C >= 2 years, no access ISCED 5",Allow many to come and live here,Allow many to come and live here,Good for the economy,Cultural life undermined,Better place to live,80.0,5.0,3.5,3.5,2.0,2.0,1.0,-1.0,1.0,4.0,1.0,1.5,5.0,4.0,1,South Europe,1,1,0
30588,ESS8e02_1,8,2.1,IT,1.0,1974,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,Don't know,Don't know,Don't know,45.0,2.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,1.5,1.0,1.5,-2.0,1.0,0,South Europe,1,1,0
30589,ESS8e02_1,8,2.1,IT,0.0,1961,1.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow many to come and live here,7,5,5,58.0,4.0,5.0,5.0,1.0,2.0,1.0,0.0,0.0,4.5,1.0,-1.5,4.0,5.0,1,South Europe,-1,0,1
30590,ESS8e02_1,8,2.1,IT,1.0,1971,1.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,3,5,3,48.0,4.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,1.8333333333333333,1.6666666666666667,2.5,-2.0,1.0,0,South Europe,1,1,0
30592,ESS8e02_1,8,2.1,IT,1.0,1966,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 2A/2B, access ISCED 3 vocational",Allow many to come and live here,Allow some,9,9,6,53.0,5.0,2.5,2.5,2.0,1.0,2.0,2.0,1.0,3.3333333333333335,1.6666666666666667,2.5,8.0,2.0,1,South Europe,1,1,0
30594,ESS8e02_1,8,2.1,IT,1.0,1950,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow none,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,69.0,2.0,1.0,1.0,-2.0,-2.0,-1.0,-1.0,-1.0,1.5,1.0,1.5,-7.0,1.0,0,South Europe,1,1,0
30595,ESS8e02_1,8,2.1,IT,1.0,1998,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow some,6,7,5,21.0,5.0,2.5,2.5,2.0,1.0,1.0,1.0,0.0,3.3333333333333335,1.6666666666666667,2.5,5.0,2.0,1,South Europe,1,1,0
30599,ESS8e02_1,8,2.1,IT,0.0,1964,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,Bad for the economy,Cultural life undermined,Worse place to live,55.0,2.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.5,1.0,1.5,-1.0,1.0,0,South Europe,1,1,0
30600,ESS8e02_1,8,2.1,IT,1.0,1972,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,4,5,3,47.0,5.0,1.0,2.5,1.0,1.0,-1.0,0.0,-1.0,2.8333333333333335,2.6666666666666665,3.25,0.0,2.0,0,South Europe,1,1,0
30601,ESS8e02_1,8,2.1,IT,0.0,1949,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,5,7,7,70.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.25,2.5,3.75,4.0,1.0,1,South Europe,1,1,0
30604,ESS8e02_1,8,2.1,IT,0.0,1949,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,6,4,3,70.0,2.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.5,1.0,1.5,-3.0,1.0,0,South Europe,1,1,0
30607,ESS8e02_1,8,2.1,IT,1.0,1990,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5",ISCED 4 programmes without access ISCED 5,"Vocational ISCED 3C >= 2 years, no access ISCED 5",Allow many to come and live here,Allow many to come and live here,8,8,8,29.0,5.0,4.0,3.5,2.0,2.0,2.0,2.0,2.0,4.083333333333333,0.8333333333333334,1.0,10.0,4.0,1,South Europe,1,1,0
30608,ESS8e02_1,8,2.1,IT,0.0,1943,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow some,8,Cultural life enriched,7,76.0,5.0,7.5,5.0,2.0,1.0,2.0,1.0,1.0,5.75,1.8333333333333333,-1.5,7.0,6.0,1,South Europe,-1,0,1
30609,ESS8e02_1,8,2.1,IT,0.0,1950,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow a few,4,Don't know,Worse place to live,69.0,2.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.5,1.0,1.5,-4.0,1.0,0,South Europe,1,1,0
30610,ESS8e02_1,8,2.1,IT,0.0,1975,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow a few,7,6,4,44.0,5.0,2.5,2.5,2.0,-1.0,1.0,1.0,-1.0,3.25,1.5,2.25,2.0,2.0,1,South Europe,1,1,0
30612,ESS8e02_1,8,2.1,IT,1.0,1970,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Don't know,Allow some,4,6,3,49.0,2.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.5,1.0,1.5,0.0,1.0,0,South Europe,1,1,0
30613,ESS8e02_1,8,2.1,IT,0.0,1965,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,6,6,6,54.0,8.0,5.0,4.75,1.0,1.0,1.0,1.0,1.0,5.75,1.8333333333333333,2.625,5.0,5.0,1,South Europe,1,1,0
30614,ESS8e02_1,8,2.1,IT,0.0,1957,0.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow none,Bad for the economy,2,Worse place to live,62.0,1.0,1.0,1.0,-1.0,-2.0,-1.0,-2.0,-1.0,1.0,0.0,0.0,-7.0,1.0,0,South Europe,0,0,0
30617,ESS8e02_1,8,2.1,IT,1.0,1987,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow some,Allow some,4,7,5,32.0,6.0,5.0,6.5,1.0,1.0,-1.0,1.0,0.0,6.0,1.0,0.75,2.0,6.0,1,South Europe,1,1,0
30618,ESS8e02_1,8,2.1,IT,0.0,1942,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow many to come and live here,5,4,2,77.0,2.0,1.0,2.5,-1.0,2.0,0.0,-1.0,-2.0,2.0,1.0,0.75,-2.0,2.0,0,South Europe,1,1,0
30619,ESS8e02_1,8,2.1,IT,0.0,1933,1.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow none,Allow none,3,2,2,86.0,1.0,1.0,1.0,-2.0,-2.0,-1.0,-2.0,-2.0,1.0,0.0,0.0,-9.0,1.0,0,South Europe,0,0,0
30620,ESS8e02_1,8,2.1,IT,0.0,1968,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,5,3,3,51.0,5.0,2.5,2.5,1.0,1.0,0.0,-1.0,-1.0,3.25,1.5,2.25,0.0,2.0,0,South Europe,1,1,0
30621,ESS8e02_1,8,2.1,IT,1.0,1963,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 2A/2B, access ISCED 3 vocational","Vocational ISCED 2A/2B, access ISCED 3 vocational",Allow some,Allow some,4,2,Worse place to live,56.0,5.0,2.5,2.5,1.0,1.0,-1.0,-2.0,-1.0,3.3333333333333335,1.6666666666666667,2.5,-2.0,2.0,0,South Europe,1,1,0
30622,ESS8e02_1,8,2.1,IT,1.0,1949,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,2,3,2,70.0,2.0,1.0,1.0,1.0,1.0,-2.0,-1.0,-2.0,1.5,1.0,1.5,-3.0,1.0,0,South Europe,1,1,0
